ADDRESS,SQFT,BEDS,BATHS,BTH_STYLE,KITCH_STYLE,PROPERTY_TYPE,YRS_SINCE_REMOD,HOA_FEES,NEIGHBORHOOD,PROPERTY_TYPE,AGE_OF_HOME,LIST_PRICE,DAYS_ON_MKT,AVE_PRICE_IN_NEIGHBORHOOD
28 Marlborough St #1,1698.0,2.0,2.5,M,L,Condo/Co-op,3.0,885.0,Back Bay,Condo/Co-op,156.0,2199000.0,50.0,1160344.096196868
10 Gloucester St,1791.0,3.0,3.0,L,L,Condo/Co-op,2.0,537.0,Back Bay,Condo/Co-op,2.0,2800000.0,49.0,1160344.096196868
370 Marlborough St #5,997.0,1.0,1.0,M,M,Condo/Co-op,10.0,537.0,Back Bay,Condo/Co-op,119.0,990000.0,32.0,1160344.096196868
285 Beacon St Unit 1C,1268.0,2.0,1.5,M,M,Condo/Co-op,7.0,380.0,Back Bay,Condo/Co-op,134.0,1195000.0,122.0,1160344.096196868
234 Beacon St Unit 2A,688.0,1.0,1.0,M,M,Condo/Co-op,6.0,590.0,Back Bay,Condo/Co-op,150.0,929000.0,13.0,1160344.096196868
33 Bay State Rd #6,1050.0,2.0,1.5,M,M,Condo/Co-op,38.0,425.0,Back Bay,Condo/Co-op,114.0,1050000.0,33.0,1160344.096196868
473 Beacon St Unit 1R,404.0,1.0,1.0,S,S,Condo/Co-op,139.0,254.0,Back Bay,Condo/Co-op,139.0,500000.0,15.0,1160344.096196868
289 Marlborough St #1,1768.0,2.0,2.0,L,L,Condo/Co-op,7.0,558.0,Back Bay,Condo/Co-op,129.0,2299000.0,28.0,1160344.096196868
390 Commonwealth Ave #302,958.0,2.0,1.0,S,M,Condo/Co-op,33.0,666.0,Back Bay,Condo/Co-op,33.0,949900.0,26.0,1160344.096196868
466 Commonwealth Ave #204,350.0,0.0,1.0,M,S,Condo/Co-op,2.0,285.0,Back Bay,Condo/Co-op,109.0,447500.0,9.0,1160344.096196868
348 Marlborough St #1,1665.0,2.0,2.5,L,L,Townhouse,10.0,479.0,Back Bay,Townhouse,139.0,1975000.0,79.0,1160344.096196868
373 Marlborough St #3,896.0,2.0,2.0,M,M,Condo/Co-op,22.0,206.0,Back Bay,Condo/Co-op,129.0,1100000.0,62.0,1160344.096196868
195 Beacon St #6,433.0,0.0,1.0,M,M,Condo/Co-op,14.0,287.0,Back Bay,Condo/Co-op,114.0,459000.0,51.0,1160344.096196868
250 Commonwealth Ave #21,812.0,1.0,1.0,M,M,Condo/Co-op,38.0,354.0,Back Bay,Condo/Co-op,141.0,739000.0,40.0,1160344.096196868
184 Marlborough St #5,454.0,1.0,1.0,S,S,Condo/Co-op,32.0,177.0,Back Bay,Condo/Co-op,149.0,699000.0,32.0,1160344.096196868
205 Commonwealth Ave #10,1674.0,3.0,2.0,S,S,Condo/Co-op,35.0,918.0,Back Bay,Condo/Co-op,,1995000.0,96.0,1160344.096196868
320 Beacon St #1,1655.0,2.0,2.0,M,N,Condo/Co-op,43.0,453.0,Back Bay,Condo/Co-op,149.0,2495000.0,31.0,1160344.096196868
50 Commonwealth Ave #305,860.0,1.0,1.0,M,M,Condo/Co-op,9.0,503.0,Back Bay,Condo/Co-op,119.0,885000.0,57.0,1160344.096196868
388 Marlborough St #9,1362.0,2.0,2.0,M,M,Condo/Co-op,7.0,329.0,Back Bay,Condo/Co-op,139.0,1295000.0,35.0,1160344.096196868
160 Commonwealth Ave #707,1200.0,2.0,1.0,L,L,Condo/Co-op,45.0,842.0,Back Bay,Condo/Co-op,138.0,999000.0,14.0,1160344.096196868
1 Huntington Ave #703,2702.0,3.0,3.0,M,M,Condo/Co-op,20.0,2730.0,Back Bay,Condo/Co-op,20.0,2995000.0,62.0,1160344.096196868
124 Beacon St Unit PHF,1044.0,2.0,2.0,M,M,Condo/Co-op,11.0,675.0,Back Bay,Condo/Co-op,120.0,1395000.0,70.0,1160344.096196868
377 Marlborough St #3,800.0,2.0,2.0,S,S,Condo/Co-op,33.0,206.0,Back Bay,Condo/Co-op,33.0,1100000.0,35.0,1160344.096196868
776 Boylston St Unit E10H,1464.0,2.0,2.0,L,L,Condo/Co-op,11.0,2790.0,Back Bay,Condo/Co-op,11.0,2539000.0,45.0,1160344.096196868
340 Commonwealth Ave #1,1946.0,3.0,3.0,M,M,Condo/Co-op,7.0,1096.0,Back Bay,Condo/Co-op,129.0,2400000.0,36.0,1160344.096196868
405 Commonwealth Ave #10,697.0,1.0,1.0,M,M,Townhouse,13.0,418.0,Back Bay,Townhouse,129.0,775000.0,36.0,1160344.096196868
189 Beacon St Apt 3,238.0,0.0,1.0,M,M,Condo/Co-op,13.0,114.0,Back Bay,Condo/Co-op,129.0,399000.0,43.0,1160344.096196868
250 Commonwealth Ave #9,1045.0,2.0,1.0,N,S,Condo/Co-op,47.0,650.0,Back Bay,Condo/Co-op,94.0,995000.0,90.0,1160344.096196868
24 Marlborough St #3,1197.0,2.0,2.5,M,M,Condo/Co-op,2.0,710.0,Back Bay,Condo/Co-op,159.0,1995000.0,41.0,1160344.096196868
1 Huntington Ave #702,1344.0,2.0,2.0,M,M,Condo/Co-op,20.0,1874.0,Back Bay,Condo/Co-op,20.0,2200000.0,51.0,1160344.096196868
61 Commonwealth Ave #2,503.0,0.0,1.0,L,L,Condo/Co-op,2.0,341.0,Back Bay,Condo/Co-op,94.0,575000.0,41.0,1160344.096196868
259 Marlborough St #4,635.0,0.0,1.0,S,M,Condo/Co-op,8.0,379.0,Back Bay,Condo/Co-op,119.0,695000.0,74.0,1160344.096196868
265 Beacon St Unit A,538.0,1.0,1.0,S,M,Condo/Co-op,41.0,156.0,Back Bay,Condo/Co-op,134.0,579900.0,64.0,1160344.096196868
406 Marlborough St #1,1951.0,2.0,2.5,M,M,Condo/Co-op,22.0,426.0,Back Bay,Condo/Co-op,130.0,1895000.0,32.0,1160344.096196868
327 Beacon St #3,1524.0,2.0,2.0,L,L,Condo/Co-op,8.0,354.0,Back Bay,Condo/Co-op,139.0,2325000.0,19.0,1160344.096196868
374 Chestnut Hill Ave #1,916.0,2.0,1.0,M,M,Condo/Co-op,10.0,604.0,Brighton,Condo/Co-op,69.0,494900.0,23.0,637503.5923344948
99 Chestnut Hill Ave #304,884.0,2.0,2.0,M,M,Condo/Co-op,14.0,364.0,Brighton,Condo/Co-op,95.0,629000.0,39.0,637503.5923344948
2 Sutherland Rd #54,835.0,2.0,1.0,S,S,Condo/Co-op,35.0,599.0,Brighton,Condo/Co-op,69.0,524900.0,52.0,637503.5923344948
1992 Commonwealth Ave #4,897.0,2.0,1.0,S,S,Condo/Co-op,41.0,512.0,Brighton,Condo/Co-op,92.0,475000.0,78.0,637503.5923344948
50 Bennett St,2358.0,4.0,2.5,S,M,Single Family Residential,102.0,0.0,Brighton,Single Family Residential,102.0,695000.0,35.0,637503.5923344948
25 Wiltshire Rd,3485.0,8.0,4.0,M,S,Multi-Family (2-4 Unit),72.0,0.0,Brighton,Multi-Family (2-4 Unit),72.0,1299000.0,47.0,637503.5923344948
99 Chestnut Hill Ave #306,791.0,1.0,1.0,M,M,Condo/Co-op,14.0,342.0,Brighton,Condo/Co-op,95.0,509888.0,54.0,637503.5923344948
99 Chestnut Hill Ave #314,1195.0,2.0,2.0,M,M,Condo/Co-op,14.0,446.0,Brighton,Condo/Co-op,95.0,795000.0,46.0,637503.5923344948
9 Braemore Rd #1,743.0,2.0,1.0,S,M,Condo/Co-op,54.0,398.0,Brighton,Condo/Co-op,139.0,499000.0,27.0,637503.5923344948
110 Strathmore Rd #203,691.0,1.0,1.0,S,S,Condo/Co-op,32.0,286.0,Brighton,Condo/Co-op,32.0,399000.0,16.0,637503.5923344948
37-39 Wiltshire Rd,3485.0,6.0,3.0,S,N,Multi-Family (2-4 Unit),93.0,0.0,Brighton,Multi-Family (2-4 Unit),93.0,1299000.0,127.0,637503.5923344948
7 Portina Rd,3102.0,6.0,2.0,S,S,Multi-Family (2-4 Unit),93.0,0.0,Brighton,Multi-Family (2-4 Unit),93.0,1295000.0,79.0,637503.5923344948
112 Academy Hill Rd #4,3017.0,3.0,3.0,M,M,Townhouse,11.0,366.0,Brighton,Townhouse,11.0,875000.0,37.0,637503.5923344948
1560 Commonwealth Ave #15,306.0,0.0,1.0,M,M,Condo/Co-op,34.0,247.0,Brighton,Condo/Co-op,99.0,229000.0,46.0,637503.5923344948
43 Hobson St #1,1015.0,2.0,1.0,M,M,Condo/Co-op,14.0,200.0,Brighton,Condo/Co-op,109.0,459000.0,41.0,637503.5923344948
143 Brooks St #2,1266.0,2.0,1.0,M,M,Condo/Co-op,39.0,530.0,Brighton,Condo/Co-op,99.0,429000.0,85.0,637503.5923344948
92 Murdock St,2316.0,6.0,2.0,N,N,Multi-Family (2-4 Unit),99.0,0.0,Brighton,Multi-Family (2-4 Unit),99.0,949000.0,30.0,637503.5923344948
33 Arden St #3,1196.0,2.0,2.0,M,M,Condo/Co-op,99.0,250.0,Allston,Condo/Co-op,99.0,599000.0,27.0,610009.9384615384
46 Hobart St,2556.0,5.0,3.0,S,S,Multi-Family (2-4 Unit),31.0,0.0,Brighton,Multi-Family (2-4 Unit),89.0,999000.0,83.0,637503.5923344948
78 Litchfield St,1300.0,3.0,2.5,S,M,Single Family Residential,15.0,0.0,Brighton,Single Family Residential,59.0,719000.0,37.0,637503.5923344948
3 Cypress Rd #305,616.0,2.0,1.0,S,S,Condo/Co-op,39.0,240.0,Brighton,Condo/Co-op,119.0,419000.0,36.0,637503.5923344948
143 W Brookline St #202,926.0,2.0,1.5,S,S,Condo/Co-op,30.0,566.0,South End,Condo/Co-op,30.0,865000.0,42.0,1109405.737771739
285 Columbus Ave #801,856.0,1.0,1.0,M,M,Condo/Co-op,12.0,703.0,Back Bay,Condo/Co-op,11.0,899000.0,43.0,1160344.096196868
600 Tremont St #3,2011.0,3.0,2.5,M,M,Condo/Co-op,16.0,325.0,South End,Condo/Co-op,119.0,2450000.0,53.0,1109405.737771739
81 Dartmouth St #2,600.0,1.0,1.0,M,M,Condo/Co-op,15.0,171.0,South End,Condo/Co-op,129.0,845000.0,23.0,1109405.737771739
676 Tremont St #3,785.0,2.0,1.0,L,L,Townhouse,13.0,299.0,South End,Townhouse,120.0,995000.0,52.0,1109405.737771739
325 Columbus Ave #10,890.0,2.0,1.0,M,L,Condo/Co-op,6.0,574.0,South End,Condo/Co-op,129.0,925000.0,54.0,1109405.737771739
65 Rutland St #2,677.0,1.0,1.0,M,M,Condo/Co-op,17.0,168.0,South End,Condo/Co-op,120.0,639000.0,55.0,1109405.737771739
90 Chandler St #2,936.0,1.0,1.5,S,S,Condo/Co-op,40.0,267.0,South End,Condo/Co-op,134.0,899000.0,37.0,1109405.737771739
37 Worcester St #1,984.0,2.0,2.5,S,M,Condo/Co-op,11.0,357.0,South End,Condo/Co-op,120.0,825000.0,53.0,1109405.737771739
462 Shawmut Ave #2,1496.0,2.0,2.0,L,M,Condo/Co-op,5.0,293.0,South End,Condo/Co-op,144.0,1350000.0,37.0,1109405.737771739
530 Massachusetts Ave #2,1002.0,2.0,2.0,S,S,Condo/Co-op,22.0,305.0,South End,Condo/Co-op,120.0,895000.0,63.0,1109405.737771739
285 Columbus Ave #502,1131.0,2.0,2.0,M,M,Condo/Co-op,12.0,839.0,Back Bay,Condo/Co-op,95.0,1150000.0,71.0,1160344.096196868
508 Columbus Ave #3,978.0,2.0,1.0,S,S,Townhouse,15.0,272.0,South End,Townhouse,119.0,950000.0,44.0,1109405.737771739
27 Rutland St #2,1782.0,2.0,2.5,M,M,Condo/Co-op,13.0,891.0,South End,Condo/Co-op,114.0,2100000.0,31.0,1109405.737771739
36 Concord Sq Unit A,1747.0,2.0,2.5,M,M,Townhouse,3.0,235.0,South End,Townhouse,159.0,1895000.0,60.0,1109405.737771739
119 W Concord St #1,1780.0,3.0,2.5,L,L,Condo/Co-op,11.0,200.0,South End,Condo/Co-op,144.0,1825000.0,25.0,1109405.737771739
79 Appleton St #1,1323.0,2.0,1.5,M,M,Condo/Co-op,33.0,388.0,South End,Condo/Co-op,119.0,1250000.0,40.0,1109405.737771739
29 Upton St #3,800.0,2.0,1.0,M,L,Condo/Co-op,22.0,229.0,South End,Condo/Co-op,104.0,999000.0,58.0,1109405.737771739
122 W Concord St #1,1810.0,3.0,2.5,M,M,Condo/Co-op,120.0,331.0,South End,Condo/Co-op,120.0,1775000.0,42.0,1109405.737771739
17 Cazenove St #202,256.0,0.0,1.0,M,M,Condo/Co-op,45.0,182.0,South End,Condo/Co-op,129.0,349000.0,18.0,1109405.737771739
128 Pembroke St #2,746.0,2.0,1.0,M,M,Condo/Co-op,16.0,205.0,South End,Condo/Co-op,119.0,849000.0,28.0,1109405.737771739
208 W Canton St #1,1467.0,3.0,2.0,M,M,Condo/Co-op,4.0,277.0,South End,Condo/Co-op,22.0,1800000.0,70.0,1109405.737771739
1597 Washington St #604,736.0,1.0,1.0,S,M,Condo/Co-op,19.0,386.0,South End,Condo/Co-op,19.0,719500.0,45.0,1109405.737771739
552 Massachusetts Ave #4,870.0,3.0,1.0,M,M,Condo/Co-op,20.0,379.0,South End,Condo/Co-op,120.0,889000.0,38.0,1109405.737771739
684 Tremont St #3,760.0,2.0,1.0,L,M,Condo/Co-op,13.0,344.0,South End,Condo/Co-op,159.0,765000.0,69.0,1109405.737771739
77 Worcester St #4,1702.0,3.0,2.5,L,M,Condo/Co-op,6.0,490.0,South End,Condo/Co-op,120.0,1699000.0,50.0,1109405.737771739
495 Columbus Ave #2,944.0,2.0,1.0,M,M,Condo/Co-op,29.0,354.0,South End,Condo/Co-op,120.0,999500.0,39.0,1109405.737771739
76 Appleton St #3,770.0,1.0,1.0,M,M,Townhouse,8.0,240.0,South End,Townhouse,109.0,799000.0,82.0,1109405.737771739
656 Tremont St #2,365.0,1.0,1.0,M,M,Condo/Co-op,4.0,246.0,South End,Condo/Co-op,119.0,459000.0,49.0,1109405.737771739
36 Worcester St #1,1041.0,2.0,1.5,M,M,Condo/Co-op,11.0,180.0,South End,Condo/Co-op,120.0,899000.0,72.0,1109405.737771739
600 Tremont St #2,1712.0,2.0,2.5,M,M,Townhouse,16.0,299.0,South End,Townhouse,119.0,2395000.0,67.0,1109405.737771739
668 Tremont St #2,840.0,2.0,1.0,M,M,Condo/Co-op,3.0,337.0,South End,Condo/Co-op,154.0,979000.0,37.0,1109405.737771739
465 Park Dr #17,390.0,1.0,1.0,S,S,Condo/Co-op,49.0,301.0,Kenmore/Fenway,Condo/Co-op,109.0,299000.0,24.0,713805.0
451 Park Dr Unit 5A,830.0,2.0,1.0,S,S,Condo/Co-op,37.0,436.0,Kenmore/Fenway,Condo/Co-op,97.0,669000.0,51.0,713805.0
922 Beacon St #22,590.0,1.0,1.0,S,S,Condo/Co-op,39.0,358.0,Kenmore/Fenway,Condo/Co-op,132.0,599900.0,35.0,713805.0
416 Marlborough St #505,806.0,1.0,1.0,S,S,Condo/Co-op,124.0,719.0,Back Bay,Condo/Co-op,124.0,745000.0,36.0,1160344.096196868
60 Queensberry St #9,558.0,1.0,1.0,S,S,Condo/Co-op,89.0,309.0,Kenmore/Fenway,Condo/Co-op,89.0,465000.0,12.0,713805.0
400 Stuart St Unit 17-G,711.0,1.0,1.0,M,M,Condo/Co-op,10.0,702.0,Back Bay,Condo/Co-op,10.0,1100000.0,46.0,1160344.096196868
24 Boylston St #1,1177.0,2.0,1.0,M,M,Condo/Co-op,11.0,125.0,Jamaica Plain,Condo/Co-op,114.0,599000.0,59.0,663824.107776262
55 Mozart St #2,896.0,2.0,1.0,M,M,Condo/Co-op,17.0,220.0,Jamaica Plain,Condo/Co-op,109.0,475000.0,48.0,663824.107776262
32 Spring Park Ave #3,1926.0,3.0,2.0,M,M,Condo/Co-op,17.0,269.0,Jamaica Plain,Condo/Co-op,117.0,835000.0,42.0,663824.107776262
22 Boylston St #3,1226.0,2.0,1.0,M,M,Condo/Co-op,16.0,270.0,Jamaica Plain,Condo/Co-op,114.0,585000.0,39.0,663824.107776262
60 Spring Park Ave #1,1058.0,2.0,1.0,M,M,Condo/Co-op,13.0,165.0,Jamaica Plain,Condo/Co-op,109.0,520000.0,49.0,663824.107776262
14 Bolster St #1,1200.0,3.0,2.0,M,M,Condo/Co-op,12.0,175.0,Jamaica Plain,Condo/Co-op,12.0,725000.0,83.0,663824.107776262
9 Gay Head St,2171.0,5.0,2.0,S,S,Single Family Residential,118.0,0.0,Jamaica Plain,Single Family Residential,118.0,689000.0,57.0,663824.107776262
39-41 Cranston St #1,1150.0,3.0,1.0,M,M,Condo/Co-op,11.0,214.0,Jamaica Plain,Condo/Co-op,114.0,575000.0,47.0,663824.107776262
8 Gay Head St,2030.0,3.0,1.0,S,M,Single Family Residential,4.0,0.0,Jamaica Plain,Single Family Residential,109.0,688888.0,35.0,663824.107776262
113 Sheridan St #3,1265.0,3.0,2.0,M,M,Condo/Co-op,18.0,300.0,Jamaica Plain,Condo/Co-op,18.0,769000.0,21.0,663824.107776262
26 Armstrong St #3,812.0,2.0,1.0,M,M,Condo/Co-op,5.0,150.0,Jamaica Plain,Condo/Co-op,114.0,439000.0,77.0,663824.107776262
26 Danforth St #1,1445.0,3.0,2.0,M,M,Condo/Co-op,7.0,280.0,Jamaica Plain,Condo/Co-op,99.0,659900.0,37.0,663824.107776262
17 Forbes St #1,1070.0,2.0,2.0,M,M,Condo/Co-op,9.0,198.0,Jamaica Plain,Condo/Co-op,114.0,559000.0,48.0,663824.107776262
12 Dresden St #1,930.0,2.0,1.0,M,M,Condo/Co-op,15.0,175.0,Jamaica Plain,Condo/Co-op,129.0,519000.0,38.0,663824.107776262
37-R Danforth St,1426.0,3.0,1.0,M,S,Single Family Residential,23.0,0.0,Jamaica Plain,Single Family Residential,109.0,675000.0,62.0,663824.107776262
23 Paul Gore St #1,992.0,2.0,1.0,M,M,Condo/Co-op,12.0,180.0,Jamaica Plain,Condo/Co-op,114.0,539000.0,43.0,663824.107776262
27 Paul Gore St #1,1227.0,3.0,1.0,S,S,Condo/Co-op,32.0,200.0,Jamaica Plain,Condo/Co-op,114.0,649000.0,64.0,663824.107776262
37 Oakview Ter #2,1471.0,3.0,2.0,L,M,Condo/Co-op,4.0,246.0,Jamaica Plain,Condo/Co-op,114.0,839000.0,55.0,663824.107776262
15 Oakview Ter #1,2084.0,3.0,2.5,M,M,Condo/Co-op,7.0,300.0,Jamaica Plain,Condo/Co-op,114.0,949000.0,47.0,663824.107776262
10 Ashley St #3,1888.0,4.0,2.0,S,M,Condo/Co-op,17.0,288.0,Jamaica Plain,Condo/Co-op,114.0,629900.0,35.0,663824.107776262
205 R Chestnut Ave,2397.0,4.0,2.5,M,M,Single Family Residential,5.0,0.0,Jamaica Plain,Single Family Residential,119.0,1475000.0,68.0,663824.107776262
32 Adelaide St #1,1370.0,2.0,1.0,M,M,Condo/Co-op,10.0,312.0,Jamaica Plain,Condo/Co-op,119.0,639000.0,36.0,663824.107776262
70 Paul Gore St #2,1280.0,3.0,1.0,M,S,Condo/Co-op,17.0,300.0,Jamaica Plain,Condo/Co-op,114.0,600000.0,46.0,663824.107776262
24 Boylston St #2,2225.0,4.0,2.0,M,M,Condo/Co-op,11.0,250.0,Jamaica Plain,Condo/Co-op,114.0,900000.0,52.0,663824.107776262
15 Boylston St #1,1067.0,3.0,1.0,M,M,Condo/Co-op,2.0,230.0,Jamaica Plain,Condo/Co-op,114.0,575000.0,25.0,663824.107776262
113 Chestnut Ave #3,1000.0,2.0,1.5,M,M,Condo/Co-op,11.0,219.0,Jamaica Plain,Condo/Co-op,109.0,575000.0,37.0,663824.107776262
26 Danforth St #2,1084.0,3.0,1.0,L,L,Condo/Co-op,7.0,240.0,Jamaica Plain,Condo/Co-op,99.0,620000.0,51.0,663824.107776262
5 Hubbard St,2293.0,4.0,2.0,S,M,Single Family Residential,109.0,0.0,Jamaica Plain,Single Family Residential,109.0,1089000.0,35.0,663824.107776262
10 Wyman St #2,1451.0,3.0,2.0,M,M,Condo/Co-op,109.0,135.0,Jamaica Plain,Condo/Co-op,109.0,625000.0,42.0,663824.107776262
53 Mozart St #2,699.0,2.0,1.0,M,M,Condo/Co-op,18.0,153.0,Jamaica Plain,Condo/Co-op,18.0,424900.0,36.0,663824.107776262
252 Amory St #1,709.0,2.0,1.0,M,M,Condo/Co-op,16.0,192.0,Jamaica Plain,Condo/Co-op,124.0,459000.0,22.0,663824.107776262
20 Paul Gore St #3,1034.0,2.0,2.0,M,M,Condo/Co-op,11.0,180.0,Jamaica Plain,Condo/Co-op,114.0,649000.0,40.0,663824.107776262
21 Creighton St #13,1036.0,2.0,1.0,M,M,Condo/Co-op,10.0,288.0,Jamaica Plain,Condo/Co-op,10.0,288446.0,98.0,663824.107776262
53 Mozart St #3,1553.0,3.0,2.0,M,M,Condo/Co-op,18.0,205.0,Jamaica Plain,Condo/Co-op,18.0,665000.0,27.0,663824.107776262
66-66A Boylston St #3,1075.0,3.0,1.0,M,M,Condo/Co-op,13.0,205.0,Jamaica Plain,Condo/Co-op,99.0,575000.0,40.0,663824.107776262
66 Wyman St #2,1988.0,4.0,3.0,M,M,Condo/Co-op,115.0,250.0,Jamaica Plain,Condo/Co-op,115.0,949000.0,43.0,663824.107776262
57 Mozart St,3109.0,10.0,3.0,S,S,Multi-Family (2-4 Unit),114.0,0.0,Jamaica Plain,Multi-Family (2-4 Unit),114.0,1100000.0,42.0,663824.107776262
120 Day St #3,949.0,2.0,1.0,S,S,Condo/Co-op,18.0,190.0,Jamaica Plain,Condo/Co-op,114.0,410000.0,45.0,663824.107776262
34 Forbes St #3,930.0,2.0,1.0,M,M,Condo/Co-op,6.0,244.0,Jamaica Plain,Condo/Co-op,114.0,525000.0,44.0,663824.107776262
32 Adelaide St #3,1231.0,2.0,1.0,M,M,Condo/Co-op,13.0,277.0,Jamaica Plain,Condo/Co-op,119.0,599000.0,21.0,663824.107776262
34 Forbes St #1,858.0,2.0,1.0,M,M,Condo/Co-op,6.0,229.0,Jamaica Plain,Condo/Co-op,114.0,499000.0,46.0,663824.107776262
10 Bynner St,4600.0,10.0,4.0,,,Multi-Family (2-4 Unit),26.0,0.0,Jamaica Plain,Multi-Family (2-4 Unit),119.0,1650000.0,28.0,663824.107776262
146 Chestnut Ave #3,970.0,2.0,1.0,S,S,Condo/Co-op,33.0,149.0,Jamaica Plain,Condo/Co-op,125.0,569000.0,44.0,663824.107776262
98 Day St #3,1177.0,3.0,2.0,M,M,Condo/Co-op,4.0,200.0,Jamaica Plain,Condo/Co-op,114.0,649900.0,34.0,663824.107776262
76 Savin St,3117.0,6.0,3.0,S,S,Multi-Family (2-4 Unit),114.0,0.0,Roxbury,Multi-Family (2-4 Unit),114.0,750000.0,110.0,537764.754385965
74 Savin St,3117.0,6.0,3.0,S,S,Multi-Family (2-4 Unit),114.0,0.0,Roxbury,Multi-Family (2-4 Unit),114.0,750000.0,110.0,537764.754385965
10 Dewey St,2195.0,9.0,3.0,S,S,Multi-Family (2-4 Unit),114.0,0.0,Roxbury,Multi-Family (2-4 Unit),114.0,845000.0,60.0,537764.754385965
6 Kenney St #3,985.0,2.0,1.0,M,M,Condo/Co-op,18.0,251.0,Jamaica Plain,Condo/Co-op,114.0,475000.0,50.0,663824.107776262
251 Heath St #108,1180.0,2.0,2.0,M,M,Condo/Co-op,13.0,593.0,Jamaica Plain,Condo/Co-op,119.0,650000.0,28.0,663824.107776262
34 Creighton St #2,1301.0,4.0,1.5,S,M,Condo/Co-op,24.0,294.0,Jamaica Plain,Condo/Co-op,84.0,549900.0,47.0,663824.107776262
251 Heath St #413,1124.0,2.0,2.0,M,M,Condo/Co-op,119.0,697.0,Jamaica Plain,Condo/Co-op,119.0,674900.0,52.0,663824.107776262
20 Gay Head St #2,1602.0,3.0,2.0,M,M,Condo/Co-op,17.0,200.0,Jamaica Plain,Condo/Co-op,119.0,589000.0,57.0,663824.107776262
24 Evergreen St #2,1747.0,3.0,2.0,M,M,Condo/Co-op,10.0,225.0,Jamaica Plain,Condo/Co-op,119.0,789000.0,42.0,663824.107776262
240 Heath St Ph 9,840.0,1.0,1.5,S,S,Condo/Co-op,35.0,283.0,Jamaica Plain,Condo/Co-op,109.0,379900.0,80.0,663824.107776262
251 Heath St #220,1260.0,2.0,1.5,M,M,Condo/Co-op,6.0,644.0,Jamaica Plain,Condo/Co-op,12.0,689900.0,44.0,663824.107776262
137 Peterborough St #34,735.0,3.0,1.0,S,S,Condo/Co-op,32.0,346.0,Kenmore/Fenway,Condo/Co-op,92.0,542000.0,44.0,713805.0
251 Heath St #201,775.0,1.0,1.0,M,M,Condo/Co-op,13.0,469.0,Jamaica Plain,Condo/Co-op,119.0,469000.0,30.0,663824.107776262
251 Heath St #420,672.0,0.0,1.0,M,M,Condo/Co-op,13.0,469.0,Jamaica Plain,Condo/Co-op,38.0,439000.0,36.0,663824.107776262
251 Heath St #223,649.0,0.0,1.0,M,M,Condo/Co-op,12.0,422.0,Jamaica Plain,Condo/Co-op,39.0,399999.0,46.0,663824.107776262
361A S Huntington Ave #1,2037.0,4.0,2.5,M,M,Townhouse,12.0,200.0,Jamaica Plain,Townhouse,12.0,905000.0,40.0,663824.107776262
34 Kinross Rd #5,460.0,1.0,1.0,S,S,Condo/Co-op,39.0,315.0,Brighton,Condo/Co-op,72.0,319900.0,43.0,637503.5923344948
1691 Commonwealth Ave #29,965.0,3.0,1.0,S,S,Condo/Co-op,34.0,472.0,Brighton,Condo/Co-op,94.0,499000.0,49.0,637503.5923344948
300 Allston St #203,1400.0,2.0,2.0,M,M,Condo/Co-op,17.0,614.0,Brighton,Condo/Co-op,17.0,775000.0,102.0,637503.5923344948
99 Chestnut Hill Ave #202,904.0,2.0,2.0,M,M,Condo/Co-op,14.0,364.0,Brighton,Condo/Co-op,95.0,638000.0,29.0,637503.5923344948
300 Allston St #210,917.0,1.0,1.0,M,M,Condo/Co-op,17.0,420.0,Brighton,Condo/Co-op,17.0,569000.0,14.0,637503.5923344948
22 Orkney Rd #45,610.0,1.0,1.0,S,S,Condo/Co-op,37.0,372.0,Brighton,Condo/Co-op,104.0,350001.0,24.0,637503.5923344948
1729 Commonwealth Ave,2398.0,8.0,3.0,S,S,Multi-Family (2-4 Unit),109.0,0.0,Brighton,Multi-Family (2-4 Unit),109.0,1049900.0,60.0,637503.5923344948
1625 Commonwealth Ave #20,363.0,0.0,1.0,M,M,Condo/Co-op,89.0,235.0,Brighton,Condo/Co-op,89.0,285000.0,29.0,637503.5923344948
2 Sutherland Rd #52,680.0,2.0,1.0,M,M,Condo/Co-op,35.0,519.0,Brighton,Condo/Co-op,69.0,399999.0,38.0,637503.5923344948
1560 Commonwealth Ave #10,556.0,1.0,1.0,S,S,Condo/Co-op,34.0,397.0,Brighton,Condo/Co-op,99.0,360000.0,29.0,637503.5923344948
16 Colliston Rd #1,1190.0,2.0,1.0,S,M,Condo/Co-op,33.0,328.0,Brighton,Condo/Co-op,102.0,619000.0,41.0,637503.5923344948
3 Boylston St #2,1202.0,3.0,1.0,M,M,Condo/Co-op,19.0,200.0,Jamaica Plain,Condo/Co-op,109.0,599000.0,47.0,663824.107776262
19 Zamora St #2,1201.0,3.0,1.0,M,M,Condo/Co-op,14.0,200.0,Jamaica Plain,Condo/Co-op,89.0,675000.0,29.0,663824.107776262
363 S Huntington Ave #4,927.0,2.0,1.0,M,M,Condo/Co-op,11.0,272.0,Jamaica Plain,Condo/Co-op,120.0,579000.0,68.0,663824.107776262
33 Castleton St #33,1062.0,2.0,1.0,L,M,Condo/Co-op,18.0,175.0,Jamaica Plain,Condo/Co-op,93.0,599000.0,64.0,663824.107776262
