ADDRESS,SQFT,BEDS,BATHS,BTH_STYLE,KITCH_STYLE,PROPERTY_TYPE,YRS_SINCE_REMOD,HOA_FEES,NEIGHBORHOOD,PROPERTY_TYPE,AGE_OF_HOME,LIST_PRICE,DAYS_ON_MKT,AVE_PRICE_IN_NEIGHBORHOOD
14 Castleton St #1,1961.0,2.0,2.5,M,M,Condo/Co-op,9.0,200.0,Jamaica Plain,Condo/Co-op,99.0,799000.0,36.0,663824.107776262
11 Parkton Rd,3693.0,7.0,3.0,S,S,Multi-Family (2-4 Unit),114.0,0.0,Jamaica Plain,Multi-Family (2-4 Unit),114.0,1500000.0,41.0,663824.107776262
69 Parkton Rd #2,1367.0,3.0,2.0,M,M,Condo/Co-op,14.0,300.0,Jamaica Plain,Condo/Co-op,14.0,750000.0,56.0,663824.107776262
509 Centre St #10,1785.0,3.0,2.5,M,M,Condo/Co-op,17.0,535.0,Jamaica Plain,Condo/Co-op,16.0,869000.0,37.0,663824.107776262
124 Bynner St,2585.0,5.0,2.0,M,S,Multi-Family (2-4 Unit),11.0,0.0,Jamaica Plain,Multi-Family (2-4 Unit),95.0,1220000.0,80.0,663824.107776262
343 S Huntington Ave #8,662.0,1.0,1.0,M,M,Condo/Co-op,38.0,316.0,Jamaica Plain,Condo/Co-op,109.0,399000.0,68.0,663824.107776262
321 S Huntington Ave #5,731.0,1.0,1.0,S,N,Condo/Co-op,35.0,353.0,Jamaica Plain,Condo/Co-op,84.0,379000.0,32.0,663824.107776262
7 Boylston St,2150.0,4.0,2.0,N,N,Multi-Family (2-4 Unit),97.0,0.0,Jamaica Plain,Multi-Family (2-4 Unit),97.0,800000.0,31.0,663824.107776262
2 Boylston St #3,1173.0,3.0,2.0,M,M,Condo/Co-op,13.0,355.0,Jamaica Plain,Condo/Co-op,13.0,699000.0,12.0,663824.107776262
39 Parkton Rd #2,1013.0,3.0,1.0,M,M,Condo/Co-op,20.0,150.0,Jamaica Plain,Condo/Co-op,114.0,585000.0,31.0,663824.107776262
335 S Huntington Ave #1,720.0,2.0,1.0,S,S,Condo/Co-op,37.0,475.0,Jamaica Plain,Condo/Co-op,94.0,399000.0,37.0,663824.107776262
509 Centre St #3,1484.0,2.0,2.0,M,M,Condo/Co-op,17.0,461.0,Jamaica Plain,Condo/Co-op,129.0,789900.0,121.0,663824.107776262
56 Lochstead Ave,4394.0,6.0,3.5,M,M,Single Family Residential,21.0,0.0,Jamaica Plain,Single Family Residential,103.0,1695000.0,83.0,663824.107776262
26 Perkins St #2,1202.0,3.0,1.5,M,M,Condo/Co-op,12.0,160.0,Jamaica Plain,Condo/Co-op,114.0,639000.0,31.0,663824.107776262
26 Perkins St #3,1202.0,3.0,1.5,M,M,Condo/Co-op,12.0,160.0,Jamaica Plain,Condo/Co-op,114.0,659000.0,49.0,663824.107776262
21A Spring Park Ave #1,2362.0,3.0,3.0,M,M,Townhouse,5.0,275.0,Jamaica Plain,Townhouse,4.0,950000.0,37.0,663824.107776262
39 Parkton Rd #1,1013.0,3.0,1.0,M,M,Condo/Co-op,20.0,150.0,Jamaica Plain,Condo/Co-op,114.0,585000.0,43.0,663824.107776262
30 Williams St,2505.0,4.0,2.0,S,S,Single Family Residential,129.0,0.0,Roxbury,Single Family Residential,129.0,749000.0,65.0,537764.754385965
30-34 E Concord St #13,499.0,1.0,1.0,S,S,Condo/Co-op,120.0,293.0,South End,Condo/Co-op,120.0,499000.0,37.0,1109405.737771739
86 W Springfield St #3,1470.0,3.0,2.5,S,S,Condo/Co-op,18.0,316.0,South End,Condo/Co-op,144.0,1150000.0,45.0,1109405.737771739
26 Worcester Sq #1,1425.0,2.0,1.5,M,M,Condo/Co-op,4.0,267.0,South End,Condo/Co-op,119.0,1050000.0,57.0,1109405.737771739
31 E Springfield St #1,1106.0,2.0,1.5,S,M,Condo/Co-op,33.0,408.0,South End,Condo/Co-op,120.0,899000.0,53.0,1109405.737771739
660 Massachusetts Ave #4,760.0,1.0,1.0,S,S,Condo/Co-op,36.0,300.0,South End,Condo/Co-op,114.0,559000.0,41.0,1109405.737771739
22 E Springfield St #1,1163.0,2.0,2.0,M,M,Condo/Co-op,34.0,261.0,South End,Condo/Co-op,139.0,1089000.0,88.0,1109405.737771739
70-72 Northampton St #206,1009.0,1.0,1.0,M,M,Condo/Co-op,16.0,557.0,South End,Condo/Co-op,120.0,699000.0,45.0,1109405.737771739
70-72 Northampton St #103,761.0,1.0,1.0,M,M,Condo/Co-op,16.0,162.0,South End,Condo/Co-op,120.0,200597.0,106.0,1109405.737771739
18 Worcester Sq #3,788.0,1.0,1.0,M,M,Townhouse,20.0,252.0,South End,Townhouse,109.0,675000.0,35.0,1109405.737771739
33 Worcester St #1,803.0,1.0,1.0,M,M,Condo/Co-op,2.0,193.0,South End,Condo/Co-op,129.0,795000.0,25.0,1109405.737771739
617 Massachusetts Ave #4,806.0,2.0,1.0,S,S,Condo/Co-op,34.0,206.0,South End,Condo/Co-op,99.0,765000.0,16.0,1109405.737771739
691 Massachusetts Ave #206,610.0,1.0,1.0,M,M,Condo/Co-op,9.0,287.0,South End,Condo/Co-op,9.0,550000.0,48.0,1109405.737771739
57 E Concord St #2,1348.0,2.0,1.0,M,M,Condo/Co-op,22.0,595.0,South End,Condo/Co-op,119.0,925000.0,44.0,1109405.737771739
518 Shawmut Ave #3,512.0,1.0,1.0,S,S,Condo/Co-op,33.0,147.0,South End,Condo/Co-op,120.0,500000.0,39.0,1109405.737771739
478 Shawmut Ave #9,704.0,1.0,1.0,S,S,Condo/Co-op,32.0,348.0,South End,Condo/Co-op,119.0,609000.0,64.0,1109405.737771739
565 Massachusetts Ave #5,524.0,1.0,1.0,S,S,Condo/Co-op,99.0,277.0,South End,Condo/Co-op,99.0,499000.0,45.0,1109405.737771739
691 Massachusetts Ave #204,583.0,1.0,1.0,M,M,Condo/Co-op,9.0,311.0,South End,Condo/Co-op,9.0,500000.0,49.0,1109405.737771739
58 E Springfield St #1,626.0,2.0,1.0,M,M,Townhouse,13.0,406.0,South End,Townhouse,109.0,625000.0,12.0,1109405.737771739
31 Worcester Sq #2,1900.0,3.0,2.5,M,M,Condo/Co-op,119.0,325.0,South End,Condo/Co-op,119.0,2085000.0,37.0,1109405.737771739
31 Worcester Sq #3,2034.0,3.0,2.5,M,M,Condo/Co-op,4.0,333.0,South End,Condo/Co-op,4.0,2099000.0,64.0,1109405.737771739
14 Woodford St #2,1754.0,3.0,1.5,M,M,Townhouse,14.0,250.0,Roxbury,Townhouse,14.0,395000.0,64.0,537764.754385965
14 Danube St,4342.0,12.0,3.0,M,M,Multi-Family (2-4 Unit),114.0,0.0,Dorchester,Multi-Family (2-4 Unit),114.0,899900.0,39.0,562529.161971831
292 Eustis St,1752.0,3.0,2.5,S,S,Single Family Residential,134.0,0.0,Roxbury,Single Family Residential,134.0,499900.0,15.0,537764.754385965
24 Gayland St #2,1100.0,3.0,1.0,M,M,Condo/Co-op,15.0,393.0,Roxbury,Condo/Co-op,114.0,279000.0,37.0,537764.754385965
66 - 70 EDGEWOOD St #2,2397.0,3.0,2.0,M,M,Condo/Co-op,2.0,199.0,Roxbury,Condo/Co-op,139.0,649000.0,13.0,537764.754385965
26 Batchelder St #26,1500.0,2.0,1.5,S,S,Townhouse,14.0,222.0,Roxbury,Townhouse,14.0,369900.0,50.0,537764.754385965
37 Moreland St #3,2136.0,3.0,3.0,M,S,Condo/Co-op,16.0,356.0,Roxbury,Condo/Co-op,119.0,749000.0,34.0,537764.754385965
41 Winthrop St,3931.0,7.0,3.0,S,N,Single Family Residential,119.0,0.0,Roxbury,Single Family Residential,119.0,999999.0,49.0,537764.754385965
237 Eustis St #3,1426.0,5.0,2.0,M,M,Condo/Co-op,16.0,268.0,Roxbury,Condo/Co-op,134.0,399000.0,37.0,537764.754385965
40 Forest St,4181.0,12.0,3.0,S,S,Multi-Family (2-4 Unit),15.0,0.0,Roxbury,Multi-Family (2-4 Unit),129.0,749900.0,77.0,537764.754385965
43 Whiting St,2459.0,6.0,2.0,S,S,Multi-Family (2-4 Unit),129.0,0.0,Roxbury,Multi-Family (2-4 Unit),129.0,775000.0,45.0,537764.754385965
58 Mt Pleasant Ave,2222.0,4.0,3.0,S,S,Single Family Residential,119.0,0.0,Roxbury,Single Family Residential,119.0,495000.0,86.0,537764.754385965
4 Stafford St,2749.0,5.0,2.0,S,S,Single Family Residential,17.0,0.0,Roxbury,Single Family Residential,129.0,659000.0,50.0,537764.754385965
37 CLIFFORD St #1,4001.0,8.0,4.0,M,M,Townhouse,6.0,375.0,Roxbury,Townhouse,139.0,798000.0,64.0,537764.754385965
63 Clifton St,2899.0,6.0,3.0,S,N,Multi-Family (2-4 Unit),17.0,0.0,Dorchester,Multi-Family (2-4 Unit),119.0,699900.0,43.0,562529.161971831
29-31 Goodrich Rd,3653.0,8.0,3.0,N,N,Multi-Family (2-4 Unit),89.0,0.0,Jamaica Plain,Multi-Family (2-4 Unit),89.0,1324900.0,55.0,663824.107776262
550 Centre St #5,618.0,1.0,1.0,M,M,Condo/Co-op,2.0,370.0,Jamaica Plain,Condo/Co-op,90.0,349000.0,38.0,663824.107776262
550 Centre St #3,784.0,2.0,1.0,M,M,Condo/Co-op,38.0,428.0,Jamaica Plain,Condo/Co-op,119.0,399900.0,40.0,663824.107776262
43 Westland Ave #505,1205.0,2.0,2.0,M,M,Condo/Co-op,5.0,655.0,Kenmore/Fenway,Condo/Co-op,5.0,1150000.0,21.0,713805.0
16 Symphony Rd #1,919.0,2.0,1.0,S,S,Condo/Co-op,34.0,160.0,Kenmore/Fenway,Condo/Co-op,129.0,769800.0,32.0,713805.0
87 Gainsborough St #107,825.0,2.0,1.0,S,S,Condo/Co-op,35.0,357.0,Kenmore/Fenway,Condo/Co-op,109.0,750000.0,107.0,713805.0
19 Albemarle St #4,1247.0,2.0,1.0,M,M,Condo/Co-op,37.0,350.0,Back Bay,Condo/Co-op,128.0,1259000.0,53.0,1160344.096196868
60 Queensberry St #7,331.0,0.0,1.0,S,S,Condo/Co-op,89.0,249.0,Kenmore/Fenway,Condo/Co-op,89.0,359000.0,20.0,713805.0
17 Albemarle St #1,1634.0,2.0,2.5,M,M,Townhouse,8.0,386.0,South End,Townhouse,128.0,1295000.0,67.0,1109405.737771739
60 Queensberry St #16,660.0,2.0,1.0,M,M,Condo/Co-op,99.0,475.0,Kenmore/Fenway,Condo/Co-op,99.0,639000.0,21.0,713805.0
19 Albemarle St #1,1470.0,2.0,2.0,M,M,Condo/Co-op,37.0,325.0,South End,Condo/Co-op,128.0,1250000.0,62.0,1109405.737771739
11 Albemarle St #4,784.0,2.0,1.0,M,M,Condo/Co-op,38.0,247.0,South End,Condo/Co-op,129.0,879000.0,38.0,1109405.737771739
7 Concord Sq #1,1120.0,2.0,2.0,M,M,Condo/Co-op,27.0,136.0,South End,Condo/Co-op,120.0,1075000.0,36.0,1109405.737771739
411 Shawmut Ave #4,720.0,2.0,1.0,S,M,Condo/Co-op,2.0,389.0,South End,Condo/Co-op,120.0,840000.0,49.0,1109405.737771739
756 Tremont St #4,844.0,2.0,1.0,S,S,Condo/Co-op,39.0,241.0,South End,Condo/Co-op,119.0,830000.0,38.0,1109405.737771739
560 Columbus Ave #3,746.0,2.0,1.0,S,S,Condo/Co-op,34.0,380.0,South End,Condo/Co-op,74.0,799000.0,39.0,1109405.737771739
588 Tremont St #1,2097.0,3.0,2.5,L,L,Condo/Co-op,7.0,385.0,South End,Condo/Co-op,120.0,2275000.0,36.0,1109405.737771739
39 Upton St #2,750.0,1.0,1.0,M,L,Condo/Co-op,4.0,183.0,South End,Condo/Co-op,119.0,859000.0,24.0,1109405.737771739
18 Upton St #2,1610.0,2.0,2.0,S,S,Condo/Co-op,33.0,298.0,South End,Condo/Co-op,119.0,1850000.0,64.0,1109405.737771739
96 Pembroke St #2,873.0,2.0,1.0,M,M,Condo/Co-op,4.0,234.0,South End,Condo/Co-op,169.0,995000.0,20.0,1109405.737771739
13 Dartmouth St #3,1137.0,2.0,1.0,M,M,Condo/Co-op,8.0,167.0,South End,Condo/Co-op,109.0,1195000.0,61.0,1109405.737771739
150 Worcester St #3,924.0,3.0,1.0,M,M,Condo/Co-op,31.0,293.0,South End,Condo/Co-op,119.0,825000.0,55.0,1109405.737771739
4 Durham St #1,1103.0,2.0,2.0,M,M,Condo/Co-op,38.0,295.0,Back Bay,Condo/Co-op,129.0,1125000.0,56.0,1160344.096196868
26 Upton St #2,790.0,2.0,1.0,M,M,Condo/Co-op,120.0,95.0,South End,Condo/Co-op,120.0,950000.0,77.0,1109405.737771739
492 Massachusetts Ave #52,832.0,2.0,1.0,M,M,Condo/Co-op,14.0,467.0,South End,Condo/Co-op,109.0,700000.0,27.0,1109405.737771739
469 Shawmut Ave #10,600.0,1.0,1.0,M,M,Condo/Co-op,14.0,236.0,South End,Condo/Co-op,107.0,579900.0,29.0,1109405.737771739
11 Dartmouth St #3,1110.0,2.0,1.5,L,L,Condo/Co-op,3.0,260.0,South End,Condo/Co-op,120.0,1295000.0,59.0,1109405.737771739
257 Northampton St #412,819.0,1.0,1.0,S,S,Condo/Co-op,8.0,343.0,South End,Condo/Co-op,8.0,729000.0,37.0,1109405.737771739
771 Tremont St #2,978.0,2.0,1.0,M,M,Condo/Co-op,120.0,392.0,South End,Condo/Co-op,120.0,959000.0,20.0,1109405.737771739
216 W Springfield St #4,700.0,2.0,1.0,M,M,Condo/Co-op,36.0,166.0,South End,Condo/Co-op,99.0,729000.0,26.0,1109405.737771739
162 W Concord St #3,1294.0,3.0,2.0,M,M,Townhouse,16.0,425.0,South End,Townhouse,120.0,1495000.0,86.0,1109405.737771739
30 Dartmouth St #1,549.0,1.0,1.0,S,S,Condo/Co-op,34.0,105.0,South End,Condo/Co-op,119.0,427500.0,38.0,1109405.737771739
69 Rutland St #1,2349.0,3.0,3.5,L,L,Condo/Co-op,5.0,501.0,South End,Condo/Co-op,119.0,1995000.0,72.0,1109405.737771739
212 W Springfield St #2,1995.0,3.0,2.5,L,M,Townhouse,10.0,250.0,South End,Townhouse,120.0,2500000.0,96.0,1109405.737771739
73 Rutland St #3,745.0,2.0,1.0,S,S,Condo/Co-op,37.0,296.0,South End,Condo/Co-op,129.0,799000.0,34.0,1109405.737771739
449 Shawmut Ave #2,730.0,1.0,1.0,M,M,Condo/Co-op,19.0,309.0,South End,Condo/Co-op,120.0,759000.0,28.0,1109405.737771739
590 Tremont St #1,1485.0,2.0,2.0,M,M,Condo/Co-op,21.0,297.0,South End,Condo/Co-op,129.0,1350000.0,46.0,1109405.737771739
217 W Springfield St #1,1099.0,2.0,1.5,M,M,Condo/Co-op,17.0,396.0,South End,Condo/Co-op,119.0,1195000.0,74.0,1109405.737771739
148 W Newton St #2,1657.0,2.0,2.5,M,L,Condo/Co-op,149.0,274.0,South End,Condo/Co-op,149.0,2350000.0,52.0,1109405.737771739
128 Pembroke St #1,2542.0,3.0,3.5,S,M,Condo/Co-op,17.0,700.0,South End,Condo/Co-op,119.0,2599000.0,30.0,1109405.737771739
143 W Brookline St #307,710.0,1.0,1.0,M,M,Condo/Co-op,30.0,489.0,South End,Condo/Co-op,30.0,699000.0,46.0,1109405.737771739
692 Tremont St #2,1052.0,1.0,2.0,L,L,Condo/Co-op,13.0,456.0,South End,Condo/Co-op,120.0,875000.0,28.0,1109405.737771739
203 W Newton St #1,2260.0,2.0,2.5,M,L,Townhouse,6.0,383.0,South End,Townhouse,144.0,2779800.0,138.0,1109405.737771739
73 Rutland St #5,835.0,1.0,1.0,M,M,Condo/Co-op,37.0,323.0,South End,Condo/Co-op,129.0,769000.0,31.0,1109405.737771739
209 W Springfield St #4,1271.0,2.0,1.5,L,L,Condo/Co-op,9.0,381.0,South End,Condo/Co-op,120.0,1395000.0,50.0,1109405.737771739
192 W Springfield St,774.0,1.0,1.0,,,Condo/Co-op,2.0,319.0,South End,Condo/Co-op,129.0,1495000.0,42.0,1109405.737771739
501 Columbus Ave #1,800.0,2.0,1.0,N,N,Condo/Co-op,34.0,310.0,South End,Condo/Co-op,119.0,699000.0,23.0,1109405.737771739
51 Worcester St #1,1024.0,2.0,1.0,S,S,Condo/Co-op,29.0,221.0,South End,Condo/Co-op,144.0,949000.0,38.0,1109405.737771739
528 Columbus Ave #2,1503.0,3.0,2.5,M,L,Condo/Co-op,4.0,264.0,South End,Condo/Co-op,4.0,2095000.0,39.0,1109405.737771739
663 Tremont St #2,1644.0,3.0,2.5,M,M,Condo/Co-op,7.0,491.0,South End,Condo/Co-op,162.0,1950000.0,57.0,1109405.737771739
25 Dartmouth St #1,1775.0,2.0,2.5,M,M,Condo/Co-op,3.0,465.0,South End,Condo/Co-op,109.0,1349000.0,59.0,1109405.737771739
613 Tremont St #2,943.0,2.0,2.0,S,S,Condo/Co-op,44.0,376.0,South End,Condo/Co-op,139.0,1299000.0,36.0,1109405.737771739
20 Concord Sq #3,332.0,1.0,1.0,S,S,Condo/Co-op,33.0,171.0,South End,Condo/Co-op,154.0,385000.0,20.0,1109405.737771739
133 Pembroke St #2,635.0,1.0,1.0,M,M,Condo/Co-op,16.0,224.0,South End,Condo/Co-op,120.0,745000.0,58.0,1109405.737771739
663 Tremont St #1,1057.0,2.0,1.0,M,M,Condo/Co-op,7.0,239.0,South End,Condo/Co-op,119.0,975000.0,45.0,1109405.737771739
58 W Rutland Sq #1,1400.0,2.0,2.5,M,L,Townhouse,17.0,227.0,South End,Townhouse,144.0,1649000.0,46.0,1109405.737771739
1 Wellington St #4,868.0,2.0,1.0,M,M,Condo/Co-op,11.0,220.0,South End,Condo/Co-op,109.0,930000.0,34.0,1109405.737771739
73 Worcester St #2,910.0,2.0,2.0,S,M,Condo/Co-op,6.0,214.0,South End,Condo/Co-op,149.0,959000.0,38.0,1109405.737771739
148 W Concord St #1,1932.0,3.0,3.0,L,L,Condo/Co-op,99.0,275.0,South End,Condo/Co-op,99.0,2299000.0,36.0,1109405.737771739
26 Lakeville Rd #2,1943.0,4.0,3.0,L,L,Condo/Co-op,2.0,250.0,Jamaica Plain,Condo/Co-op,99.0,995000.0,37.0,663824.107776262
26 Lakeville Rd #1,1229.0,2.0,1.0,L,L,Condo/Co-op,2.0,135.0,Jamaica Plain,Condo/Co-op,99.0,675000.0,37.0,663824.107776262
36 Robinwood Ave #7,836.0,1.0,1.0,S,M,Condo/Co-op,3.0,342.0,Jamaica Plain,Condo/Co-op,114.0,409000.0,49.0,663824.107776262
79 Parkton Rd #1,1033.0,3.0,2.0,M,M,Condo/Co-op,114.0,215.0,Jamaica Plain,Condo/Co-op,114.0,649000.0,35.0,663824.107776262
39 Parkton Rd #3,1063.0,3.0,1.0,M,M,Condo/Co-op,20.0,200.0,Jamaica Plain,Condo/Co-op,114.0,549000.0,50.0,663824.107776262
72 Parkton Rd #3,962.0,2.0,1.0,M,M,Condo/Co-op,24.0,150.0,Jamaica Plain,Condo/Co-op,99.0,549000.0,51.0,663824.107776262
59 Halifax St,2570.0,5.0,2.0,N,N,Multi-Family (2-4 Unit),35.0,0.0,Jamaica Plain,Multi-Family (2-4 Unit),109.0,949000.0,27.0,663824.107776262
71 Parkton Rd #2,1325.0,3.0,1.5,M,M,Condo/Co-op,16.0,250.0,Jamaica Plain,Condo/Co-op,114.0,750000.0,49.0,663824.107776262
108 Perkins St #2,755.0,2.0,1.0,S,M,Condo/Co-op,8.0,150.0,Jamaica Plain,Condo/Co-op,49.0,439000.0,50.0,663824.107776262
40 Parkton Rd #3,1215.0,2.0,1.0,S,S,Condo/Co-op,119.0,200.0,Jamaica Plain,Condo/Co-op,119.0,589900.0,54.0,663824.107776262
241 Perkins St Unit C-202,1740.0,2.0,2.5,M,M,Townhouse,37.0,1891.0,Jamaica Plain,Townhouse,37.0,699000.0,43.0,663824.107776262
116 Perkins St,2954.0,4.0,2.5,M,M,Single Family Residential,13.0,0.0,Jamaica Plain,Single Family Residential,96.0,1050000.0,57.0,663824.107776262
440 Warren St #1,1182.0,2.0,2.0,S,M,Condo/Co-op,14.0,179.0,Dorchester,Condo/Co-op,120.0,429900.0,53.0,562529.161971831
135 Townsend St Unit B9,601.0,1.0,1.0,N,N,Condo/Co-op,32.0,387.0,Dorchester,Condo/Co-op,51.0,249900.0,19.0,562529.161971831
25 Bragdon St,2072.0,9.0,2.0,,,Multi-Family (2-4 Unit),3.0,0.0,Roxbury,Multi-Family (2-4 Unit),120.0,829000.0,49.0,537764.754385965
10 Wise St,2408.0,6.0,2.0,M,M,Multi-Family (2-4 Unit),3.0,0.0,Jamaica Plain,Multi-Family (2-4 Unit),104.0,899000.0,39.0,663824.107776262
28 Hawthorne St #3,706.0,1.0,1.0,M,M,Condo/Co-op,12.0,200.0,Roxbury,Condo/Co-op,119.0,299000.0,55.0,537764.754385965
27 Laurel St,1770.0,3.0,2.0,S,S,Single Family Residential,18.0,0.0,Roxbury,Single Family Residential,119.0,448000.0,36.0,537764.754385965
2757 Washington St #1,1589.0,3.0,2.0,M,M,Condo/Co-op,2.0,210.0,Roxbury,Condo/Co-op,2.0,589000.0,35.0,537764.754385965
45 Beech Glen St,4162.0,7.0,4.0,M,M,Multi-Family (2-4 Unit),114.0,0.0,Roxbury,Multi-Family (2-4 Unit),114.0,1199000.0,128.0,537764.754385965
30 Harold St #3,1715.0,3.0,1.0,M,M,Condo/Co-op,22.0,150.0,Roxbury,Condo/Co-op,114.0,379000.0,32.0,537764.754385965
5 Lambert Ave,4800.0,7.0,3.0,S,S,Multi-Family (2-4 Unit),18.0,0.0,Roxbury,Multi-Family (2-4 Unit),169.0,1050000.0,105.0,537764.754385965
16 Circuit St,1968.0,5.0,2.0,M,M,Multi-Family (2-4 Unit),15.0,0.0,Roxbury,Multi-Family (2-4 Unit),139.0,525000.0,61.0,537764.754385965
88 Cedar St #3,903.0,2.0,1.0,M,S,Condo/Co-op,13.0,150.0,Roxbury,Condo/Co-op,119.0,429900.0,58.0,537764.754385965
47 Fort Ave,2411.0,5.0,2.5,M,M,Multi-Family (2-4 Unit),38.0,0.0,Roxbury,Multi-Family (2-4 Unit),38.0,1100000.0,40.0,537764.754385965
132 Thornton St,3084.0,6.0,4.5,M,M,Multi-Family (2-4 Unit),5.0,0.0,Roxbury,Multi-Family (2-4 Unit),114.0,1100000.0,40.0,537764.754385965
27 Dudley St,5670.0,7.0,4.5,M,M,Multi-Family (2-4 Unit),2.0,0.0,Roxbury,Multi-Family (2-4 Unit),119.0,1300000.0,85.0,537764.754385965
30 Harold St #2,1050.0,3.0,1.0,M,M,Condo/Co-op,22.0,150.0,Roxbury,Condo/Co-op,114.0,349000.0,26.0,537764.754385965
25 Fort Ave #3,707.0,2.0,1.0,M,M,Condo/Co-op,19.0,240.0,Roxbury,Condo/Co-op,120.0,349000.0,51.0,537764.754385965
31 Beech Glen St #1,1314.0,3.0,2.0,M,M,Condo/Co-op,14.0,300.0,Roxbury,Condo/Co-op,129.0,625000.0,40.0,537764.754385965
51-53 Linwood St,1404.0,2.0,2.5,M,M,Single Family Residential,7.0,0.0,Roxbury,Single Family Residential,158.0,599000.0,40.0,537764.754385965
198 Highland St #2,883.0,2.0,1.0,S,S,Condo/Co-op,33.0,225.0,Roxbury,Condo/Co-op,124.0,359000.0,36.0,537764.754385965
4 THWING St,2509.0,5.0,3.5,M,M,Single Family Residential,5.0,0.0,Roxbury,Single Family Residential,139.0,879000.0,37.0,537764.754385965
23 Elmore St #3,1556.0,2.0,2.0,M,M,Condo/Co-op,13.0,316.0,Roxbury,Condo/Co-op,13.0,506000.0,57.0,537764.754385965
1 Pelham Ter,2491.0,4.0,2.5,L,L,Single Family Residential,4.0,0.0,South End,Single Family Residential,129.0,2795000.0,51.0,1109405.737771739
103 E Brookline St #2,349.0,1.0,1.0,S,S,Condo/Co-op,19.0,77.0,South End,Condo/Co-op,149.0,325000.0,44.0,1109405.737771739
25 Milford St #1,1836.0,3.0,3.0,M,M,Condo/Co-op,6.0,426.0,South End,Condo/Co-op,119.0,2200000.0,63.0,1109405.737771739
1313 Washington St #215,923.0,1.0,1.0,S,S,Condo/Co-op,17.0,662.0,South End,Condo/Co-op,17.0,899000.0,12.0,1109405.737771739
12 Bond St #1,754.0,2.0,1.0,M,M,Condo/Co-op,14.0,162.0,South End,Condo/Co-op,129.0,759000.0,35.0,1109405.737771739
21 Milford St #1,1190.0,2.0,2.0,M,M,Condo/Co-op,32.0,150.0,South End,Condo/Co-op,119.0,1275000.0,39.0,1109405.737771739
30 Union Park St #503,1628.0,2.0,2.0,L,L,Condo/Co-op,13.0,680.0,South End,Condo/Co-op,13.0,2250000.0,90.0,1109405.737771739
79 Waltham St #3,712.0,1.0,1.0,M,M,Condo/Co-op,19.0,215.0,South End,Condo/Co-op,120.0,775000.0,16.0,1109405.737771739
82-84 E Brookline St #6,1404.0,2.0,1.5,M,M,Condo/Co-op,17.0,308.0,South End,Condo/Co-op,17.0,1295000.0,38.0,1109405.737771739
251 Shawmut Ave #1,1953.0,2.0,2.5,L,L,Condo/Co-op,6.0,167.0,South End,Condo/Co-op,6.0,2450000.0,68.0,1109405.737771739
80 Waltham St #4,780.0,2.0,1.0,M,M,Condo/Co-op,3.0,266.0,South End,Condo/Co-op,129.0,950000.0,27.0,1109405.737771739
100 E Brookline St #1,696.0,2.0,1.0,S,S,Condo/Co-op,32.0,250.0,South End,Condo/Co-op,129.0,749000.0,53.0,1109405.737771739
30 Union Park St #501,1267.0,2.0,2.0,L,L,Condo/Co-op,13.0,667.0,South End,Condo/Co-op,13.0,1695000.0,72.0,1109405.737771739
1387 Washington St Ph 1,943.0,2.0,2.0,S,S,Condo/Co-op,20.0,613.0,South End,Condo/Co-op,20.0,980000.0,33.0,1109405.737771739
15 Waltham St Unit B603,1257.0,3.0,2.0,M,M,Condo/Co-op,5.0,813.0,South End,Condo/Co-op,17.0,1549000.0,72.0,1109405.737771739
11-C Waltham St #1,917.0,1.0,2.0,M,M,Condo/Co-op,14.0,471.0,South End,Condo/Co-op,119.0,699000.0,37.0,1109405.737771739
21 Halifax St #21,1544.0,3.0,1.0,S,S,Condo/Co-op,94.0,250.0,Jamaica Plain,Condo/Co-op,94.0,699000.0,99.0,663824.107776262
5 Appleton St Unit 4D,1050.0,2.0,1.0,M,M,Condo/Co-op,33.0,365.0,South End,Condo/Co-op,119.0,859000.0,37.0,1109405.737771739
100 Appleton St #2,559.0,1.0,1.0,M,M,Condo/Co-op,5.0,104.0,South End,Condo/Co-op,129.0,595000.0,36.0,1109405.737771739
201 W Springfield St #1,1138.0,2.0,1.5,M,M,Condo/Co-op,169.0,210.0,South End,Condo/Co-op,169.0,1050000.0,52.0,1109405.737771739
560 Columbus Ave #2,705.0,1.0,1.0,M,M,Condo/Co-op,3.0,281.0,South End,Condo/Co-op,74.0,595000.0,30.0,1109405.737771739
270 Huntington Ave #304,325.0,0.0,1.0,S,S,Condo/Co-op,7.0,291.0,Back Bay,Condo/Co-op,99.0,209000.0,50.0,1160344.096196868
476 Massachusetts Ave #2,1269.0,2.0,1.5,M,M,Condo/Co-op,10.0,285.0,South End,Condo/Co-op,120.0,1199000.0,44.0,1109405.737771739
243 W Newton St #1,1435.0,2.0,2.5,M,M,Condo/Co-op,40.0,449.0,Back Bay,Condo/Co-op,129.0,1395000.0,29.0,1160344.096196868
27 Cumberland St,3206.0,5.0,2.5,M,M,Single Family Residential,9.0,0.0,Back Bay,Single Family Residential,131.0,2695000.0,47.0,1160344.096196868
463 Massachusetts Ave #5,895.0,2.0,1.0,S,M,Condo/Co-op,2.0,225.0,South End,Condo/Co-op,120.0,795000.0,37.0,1109405.737771739
517 Columbus Ave #5,778.0,2.0,1.0,M,M,Condo/Co-op,6.0,389.0,South End,Condo/Co-op,120.0,995000.0,38.0,1109405.737771739
